,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,clean_text,encoded_tweet,predicted
10,681448174,False,finalized,3,2/25/15 8:34,0,0.6769,,0.0,Virgin America,,idk_but_youtube,,0,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24,,2/24/15 10:48,5.70294e+17,1/1 loner squad,Eastern Time (US & Canada),did you know that suicide is the second leading cause of death among teens 1024,"{'input_ids': tensor([[    0, 24001,    47,   216,    14,  4260,    16,     5,   200,   981,
          1303,     9,   744,   566,  7475, 46959,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",-1
11,681448176,False,finalized,3,2/25/15 2:03,1,1.0,,,Virgin America,,HyperCamiLax,,0,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D,,2/24/15 10:30,5.7029e+17,NYC,America/New_York,i lt3 pretty graphics so much better than minimal iconography d,"{'input_ids': tensor([[    0,   118,   784,    90,   246,  1256, 12774,    98,   203,   357,
            87,  9865,  9360, 10486,   385,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
12,681448178,False,finalized,3,2/25/15 2:13,1,1.0,,,Virgin America,,HyperCamiLax,,0,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,,2/24/15 10:30,5.7029e+17,NYC,America/New_York,this is such a great deal already thinking about my 2nd trip to amp i havent even gone on my 1st trip yet p,"{'input_ids': tensor([[    0,  9226,    16,   215,    10,   372,   432,   416,  2053,    59,
           127,   132,  1187,  1805,     7, 28127,   939,  2489,  9399,   190,
          1613,    15,   127,   112,   620,  1805,   648,   181,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1]])}",1
13,681448181,False,finalized,3,2/25/15 5:39,1,0.6451,,,Virgin America,,mollanderson,,0,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,,2/24/15 10:21,5.70287e+17,,Eastern Time (US & Canada),im flying your fabulous seductive skies again u take all the stress away from travel,"{'input_ids': tensor([[    0,   757,  4731,   110, 17545, 10195, 39433, 12034,   456,  1717,
           185,    70,     5,  3992,   409,    31,  1504,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
14,681448182,False,finalized,3,2/25/15 7:33,1,1.0,,,Virgin America,,sjespers,,0,@VirginAmerica Thanks!,,2/24/15 10:15,5.70286e+17,"San Francisco, CA",Pacific Time (US & Canada),thanks,"{'input_ids': tensor([[    0, 39563,     2]]), 'attention_mask': tensor([[1, 1, 1]])}",1
15,681448184,False,finalized,3,2/25/15 3:11,-1,0.6842,Late Flight,0.3684,Virgin America,,smartwatermelon,,0,@VirginAmerica SFO-PDX schedule is still MIA.,,2/24/15 10:01,5.70282e+17,"palo alto, ca",Pacific Time (US & Canada),sfopdx schedule is still mia,"{'input_ids': tensor([[    0, 26649,  1517, 46106,  3078,    16,   202,   475,   493,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",-1
16,681448186,False,finalized,3,2/25/15 1:32,1,1.0,,,Virgin America,,ItzBrianHunty,,0,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,,2/24/15 9:42,5.70278e+17,west covina,Pacific Time (US & Canada),so excited for my first cross country flight lax to mco ive heard nothing but great things about virgin america 29daystogo,"{'input_ids': tensor([[    0,  2527,  2283,    13,   127,    78,  2116,   247,  2524, 30328,
             7,   475,   876,  1437,  2088,  1317,  1085,    53,   372,   383,
            59, 33799, 38187,   102,  1132,  1208,   620, 14744,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1]])}",1
17,681448188,False,finalized,3,2/25/15 8:46,-1,1.0,Bad Flight,1.0,Virgin America,,heatherovieda,,0,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!,,2/24/15 9:39,5.70277e+17,this place called NYC,Eastern Time (US & Canada),i flew from nyc to sfo last week and couldnt fully sit in my seat due to two large gentleman on either side of me help,"{'input_ids': tensor([[    0,   118,  8294,    31,   295,   219,   438,     7,   579, 21466,
            94,   186,     8,   115,  3999,  1950,  2662,    11,   127,  2418,
           528,     7,    80,   739, 22164,    15,  1169,   526,     9,   162,
           244,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1, 1, 1]])}",-1
18,681448190,False,finalized,3,2/25/15 10:24,1,1.0,,,Virgin America,,thebrandiray,,0,I _ü flying @VirginAmerica. ÷¼ü_ÙÔ,,2/24/15 9:15,5.70271e+17,Somewhere celebrating life. ,Atlantic Time (Canada),i flying,"{'input_ids': tensor([[   0,  118, 4731,    2]]), 'attention_mask': tensor([[1, 1, 1, 1]])}",0
19,681448192,False,finalized,3,2/25/15 5:25,1,1.0,,,Virgin America,,JNLpierce,,0,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,,2/24/15 9:04,5.70268e+17,Boston | Waltham,Quito,you know what would be amazingly awesome bosfll please i want to fly with only you,"{'input_ids': tensor([[    0,  6968,   216,    99,    74,    28, 34165,  6344, 41647,   506,
           890,  2540,   939,   236,     7,  3598,    19,   129,    47,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
20,681448194,False,finalized,3,2/25/15 3:34,-1,0.6705,Can't Tell,0.3614,Virgin America,,MISSGJ,,0,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???,,2/24/15 8:55,5.70266e+17,,,why are your first fares in may over three times more than other carriers when all seats are available to select,"{'input_ids': tensor([[    0, 25800,    32,   110,    78, 18688,    11,   189,    81,   130,
           498,    55,    87,    97,  9816,    77,    70,  3202,    32,   577,
             7,  5163,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",0
21,681448197,False,finalized,3,2/25/15 2:26,1,1.0,,,Virgin America,,DT_Les,,0,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,"[40.74804263, -73.99295302]",2/24/15 8:49,5.70264e+17,,,i love this graphic,"{'input_ids': tensor([[    0,   118,   657,    42, 11267,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1]])}",1
22,681448199,False,finalized,3,2/25/15 3:26,1,1.0,,,Virgin America,,ElvinaBeck,,0,@VirginAmerica I love the hipster innovation. You are a feel good brand.,,2/24/15 8:30,5.70259e+17,Los Angeles,Pacific Time (US & Canada),i love the hipster innovation you are a feel good brand,"{'input_ids': tensor([[   0,  118,  657,    5, 6605, 3121, 4695,   47,   32,   10,  619,  205,
         1518,    2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
23,681448201,False,finalized,3,2/25/15 11:31,0,1.0,,,Virgin America,,rjlynch21086,,0,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,,2/24/15 8:27,5.70259e+17,"Boston, MA ",Eastern Time (US & Canada),will you be making bosgtlas non stop permanently anytime soon,"{'input_ids': tensor([[    0,  6677,    47,    28,   442, 41647, 19377, 15086,   786,   912,
         13140, 10677,  1010,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",0
24,681448204,False,finalized,3,2/25/15 5:59,-1,1.0,Customer Service Issue,0.3557,Virgin America,,ayeevickiee,,0,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... _Ù÷Á I want free internet,,2/24/15 8:18,5.70257e+17,714,Mountain Time (US & Canada),you guys messed up my seating i reserved seating with my friends and you guys gave my seat away i want free internet,"{'input_ids': tensor([[    0,  6968,  1669, 31580,    62,   127, 14591,   939,  1875, 14591,
            19,   127,   964,     8,    47,  1669,   851,   127,  2418,   409,
           939,   236,   481,  2888,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1]])}",-1
25,681448206,False,finalized,3,2/25/15 5:25,-1,1.0,Customer Service Issue,1.0,Virgin America,,Leora13,,0,@VirginAmerica status match program.  I applied and it's been three weeks.  Called and emailed with no response.,,2/24/15 7:49,5.70249e+17,,,status match program i applied and its been three weeks called and emailed with no response,"{'input_ids': tensor([[    0, 29552,   914,   586,   939,  5049,     8,    63,    57,   130,
           688,   373,     8, 13892,    19,   117,  1263,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",-1
26,681448208,False,finalized,3,2/25/15 2:01,-1,1.0,Can't Tell,0.6614,Virgin America,,meredithjlynn,,0,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,,2/24/15 7:11,5.7024e+17,,,what happened 2 ur vegan food options at least say on ur site so i know i wont be able 2 eat anything for next 6 hrs fail,"{'input_ids': tensor([[    0, 12196,  1102,   132, 11540, 15848,   689,  1735,    23,   513,
           224,    15, 11540,  1082,    98,   939,   216,   939, 40067,    28,
           441,   132,  3529,   932,    13,   220,   231, 37852,  5998,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1]])}",-1
27,681448211,False,finalized,3,2/25/15 1:08,0,0.6854,,,Virgin America,,AdamSinger,,0,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,,2/24/15 5:44,5.70218e+17,"San Francisco, CA",Central Time (US & Canada),do you miss me dont worry well be together very soon,"{'input_ids': tensor([[    0,  5016,    47,  2649,   162, 33976,  4022,   157,    28,   561,
           182,  1010,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
28,681448213,False,finalized,3,2/25/15 9:04,-1,1.0,Bad Flight,1.0,Virgin America,,blackjackpro911,,0,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,"[42.361016, -71.02000488]",2/24/15 5:05,5.70208e+17,"San Mateo, CA & Las Vegas, NV",,amazing to me that we cant get any cold air from the vents vx358 noair worstflightever roasted sfotobos,"{'input_ids': tensor([[    0,   424, 22736,     7,   162,    14,    52, 17672,   120,   143,
          2569,   935,    31,     5, 35002,   748,  1178, 34392,   117,  2456,
          2373, 15801,  6294, 23715,   579,   506,  1242, 40665,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1]])}",-1
29,681448214,False,finalized,3,2/25/15 9:14,0,0.615,,0.0,Virgin America,,TenantsUpstairs,,0,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,"[33.94540417, -118.4062472]",2/23/15 23:34,5.70125e+17,Brooklyn,Atlantic Time (Canada),lax to ewr middle seat on a red eye such a noob maneuver sendambien andchexmix,"{'input_ids': tensor([[    0,   462,  3631,     7,   364, 26522,  1692,  2418,    15,    10,
          1275,  2295,   215,    10,   117,  2413, 21698,  2142,  3146,  2495,
             8,  2871,  1178, 39915,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1]])}",0
30,681448218,False,finalized,3,2/25/15 2:49,-1,1.0,Flight Booking Problems,1.0,Virgin America,,jordanpichler,,0,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems _Ù÷¢",,2/23/15 22:52,5.70114e+17,,Vienna,hi i just bked a cool birthday trip with you but i cant add my elevate no cause i entered my middle name during flight booking problems,"{'input_ids': tensor([[    0,  3592,   939,    95,   741, 10916,    10,  3035,  4115,  1805,
            19,    47,    53,   939, 17672,  1606,   127, 24014,   117,  1303,
           939,  2867,   127,  1692,   766,   148,  2524, 12666,  1272,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1, 1, 1]])}",1
31,681448221,False,finalized,3,2/25/15 2:55,0,1.0,,,Virgin America,,JCervantezzz,,0,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,,2/23/15 21:35,5.70095e+17,"California, San Francisco",Pacific Time (US & Canada),are the hours of operation for the club at sfo that are posted online current,"{'input_ids': tensor([[    0,  1322,     5,   722,     9,  2513,    13,     5,   950,    23,
           579, 21466,    14,    32,  1278,   804,   595,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",0
32,681448223,False,finalized,3,2/25/15 1:57,-1,1.0,Customer Service Issue,1.0,Virgin America,,Cuschoolie1,,0,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!","[33.94209449, -118.40410103]",2/23/15 21:10,5.70088e+17,Washington DC,Quito,help left expensive headphones on flight 89 iad to lax today seat 2a no one answering lampf number at lax,"{'input_ids': tensor([[    0, 19178,   314,  3214, 15684,    15,  2524,  8572,   939,   625,
             7, 30328,   452,  2418,   132,   102,   117,    65, 15635, 24272,
           506,   346,    23, 30328,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1]])}",-1
33,681448225,False,finalized,3,2/25/15 2:53,-1,1.0,Customer Service Issue,1.0,Virgin America,,amanduhmccarty,,0,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",,2/23/15 20:55,5.70085e+17,,Pacific Time (US & Canada),awaiting my return phone call just would prefer to use your online selfservice option,"{'input_ids': tensor([[    0,  6498,  2838,   127,   671,  1028,   486,    95,    74,  6573,
             7,   304,   110,   804,  1403, 11131,  1973,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",0
34,681448228,False,finalized,3,2/25/15 1:01,1,1.0,,,Virgin America,,NorthTxHomeTeam,,0,@VirginAmerica this is great news!  America could start flights to Hawaii by end of year http://t.co/r8p2Zy3fe4 via @Pacificbiznews,"[33.2145038, -96.9321504]",2/23/15 20:24,5.70077e+17,Texas,Central Time (US & Canada),this is great news america could start flights to hawaii by end of year via,"{'input_ids': tensor([[    0,  9226,    16,   372,   340, 38187,   102,   115,   386,  4871,
             7, 15935, 36729,    30,   253,     9,    76,  1241,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
35,681448230,False,finalized,3,2/25/15 2:14,0,0.6207,,,Virgin America,,miaerolinea,,0,Nice RT @VirginAmerica: Vibe with the moodlight from takeoff to touchdown. #MoodlitMonday #ScienceBehindTheExperience http://t.co/Y7O0uNxTQP,,2/23/15 18:46,5.70052e+17,Worldwide,Caracas,nice rt vibe with the moodlight from takeoff to touchdown moodlitmonday sciencebehindtheexperience,"{'input_ids': tensor([[    0, 34033,   910,    90, 16464,    19,     5,  6711,  6991,    31,
         32061,     7,  3799,  6711, 13534,   119, 46328,  2866, 32424,   627,
         26786, 11465,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
36,681448235,False,finalized,3,2/25/15 1:35,1,1.0,,,Virgin America,,Nicsplace,,0,@VirginAmerica Moodlighting is the only way to fly! Best experience EVER! Cool and calming. _ÙÕÏÏö #MoodlitMonday,,2/23/15 18:43,5.70051e+17,Central Texas,,moodlighting is the only way to fly best experience ever cool and calming moodlitmonday,"{'input_ids': tensor([[    0,   119,  5715, 30181,    16,     5,   129,   169,     7,  3598,
           275,   676,   655,  3035,     8, 31220,  6711, 13534,   119, 46328,
             2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
37,681448239,False,finalized,3,2/25/15 6:24,1,1.0,,,Virgin America,,Nicsplace,,0,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!",,2/23/15 18:19,5.70045e+17,Central Texas,,done and done best airline around hands down,"{'input_ids': tensor([[    0, 27057,     8,   626,   275,  5195,   198,  1420,   159,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
38,681448241,False,finalized,3,2/25/15 5:08,0,0.6791,,0.0,Virgin America,,elisha_malulani,,0,@VirginAmerica when can I book my flight to Hawaii??,,2/23/15 17:54,5.70039e+17,i'm creating a monster ,Pacific Time (US & Canada),when can i book my flight to hawaii,"{'input_ids': tensor([[    0, 14746,    64,   939,  1040,   127,  2524,     7, 15935, 36729,
             2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",0
39,681448243,False,finalized,3,2/25/15 9:25,-1,1.0,Customer Service Issue,1.0,Virgin America,,DannyDouglass,,0,@VirginAmerica Your chat support is not working on your site: http://t.co/vhp2GtDWPk,,2/23/15 17:41,5.70036e+17,"San Francisco, CA",Pacific Time (US & Canada),your chat support is not working on your site,"{'input_ids': tensor([[    0, 16625,  7359,   323,    16,    45,   447,    15,   110,  1082,
             2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",-1
40,681448245,False,finalized,3,2/25/15 0:42,1,0.6639,,,Virgin America,,jamesferrandini,,0,"@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr",,2/23/15 17:32,5.70034e+17,,,view of downtown los angeles the hollywood sign and beyond that rain in the mountains,"{'input_ids': tensor([[    0,  5877,     9,  3301,  3774, 20285,   293,     5,  1368,  9718,
          1203,     8,  1684,    14,  1895,    11,     5,  9787,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",0
41,681448247,False,finalized,3,2/25/15 4:58,-1,0.6688,Flight Booking Problems,0.6688,Virgin America,,will_lenzenjr,,0,"@VirginAmerica Hey, first time flyer next week - excited! But I'm having a hard time getting my flights added to my Elevate account. Help?",,2/23/15 17:00,5.70025e+17,Iowa City,Central Time (US & Canada),hey first time flyer next week excited but im having a hard time getting my flights added to my elevate account help,"{'input_ids': tensor([[    0, 12229,    78,    86, 34175,   220,   186,  2283,    53,  4356,
           519,    10,   543,    86,   562,   127,  4871,   355,     7,   127,
         24014,  1316,   244,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",-1
42,681448249,False,finalized,3,2/25/15 6:26,0,1.0,,,Virgin America,,GottAmanda,,0,@VirginAmerica plz help me win my bid upgrade for my flight 2/27 LAX---&gt;SEA!!!  _Ùá_ÙÔ_ÙÕ¼Ïöü,"[34.0219817, -118.38591198]",2/23/15 16:24,5.70016e+17,Los Angeles,,plz help me win my bid upgrade for my flight 227 laxgtsea,"{'input_ids': tensor([[    0,  2911,   329,   244,   162,   339,   127,  2311,  6662,    13,
           127,  2524, 30398, 30328, 19377, 16466,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",1
43,681448251,False,finalized,3,2/25/15 6:30,0,0.6578,,0.0,Virgin America,,KGervaise,,0,@VirginAmerica I have an unused ticket but moved to a new city where you don't fly. How can I fly with you before it expires? #travelhelp,,2/23/15 16:20,5.70015e+17,Georgia,Pacific Time (US & Canada),i have an unused ticket but moved to a new city where you dont fly how can i fly with you before it expires travelhelp,"{'input_ids': tensor([[    0,   118,    33,    41, 23797,  3682,    53,  1410,     7,    10,
            92,   343,   147,    47, 33976,  3598,   141,    64,   939,  3598,
            19,    47,   137,    24, 17106,  1504, 19178,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,
         1, 1, 1, 1]])}",-1
44,681448254,False,finalized,3,2/25/15 8:33,0,1.0,,,Virgin America,,papamurat,,0,@VirginAmerica are flights leaving Dallas for Seattle on time Feb 24?,,2/23/15 16:13,5.70014e+17,,,are flights leaving dallas for seattle on time feb 24,"{'input_ids': tensor([[    0,  1322,  4871,  1618,   385, 35449,    13,   842, 19598,    15,
            86, 10668,   428,   706,     2]]), 'attention_mask': tensor([[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]])}",0
